<<<<<<< HEAD
编号,名称,主,副,组别,魔力值,精力,物攻,防御,魔攻,魔抗,速度,总和,简介
1553,相扑桩汉,草,无,未发现组,0,78,72,82,68,80,77,457,虽然不善言辞，但是凭借一身力量与技巧，在相扑比赛场上赢得了对手的尊重。
1554,格鲁姆,草,无,未发现组,0,100,94,108,90,106,99,597,终于学会了说自己的名字，对于任何问题的回答都只有三个字：“格鲁姆”。
1555,大眼蜂,萌,无,未发现组,0,52,54,42,56,44,55,303,大大的眼睛透露着它纯洁的心地。
1556,迪杰蜂,萌,无,未发现组,0,72,74,62,76,64,75,423,药药药切克闹！跟上我DJ蜂的节奏，就要要HIGH起来！
1557,迪莫队长,光,无,未发现组,0,90,102,86,120,92,92,582,这是关于勇气的故事，他很脆弱却也不曾退缩；这是关于梦想的故事，梦很简单却也执着。这就是我，迪莫。
1558,圣光少校,光,无,未发现组,0,105,135,101,150,107,107,705,这一次，带着梦想回来，这一次，带着光明回来，这一次带着无限的荣耀回来。
1559,怪侠罗宾浣,草,无,未发现组,0,50,58,54,52,55,59,328,戴上眼罩，打家劫舍…啊不！是劫富济贫！我就是新一代的丛林小英雄！
1560,轻盈猫灵,萌,无,未发现组,0,52,52,48,62,50,60,324,藏起脚步声，悄然无息地溜到你身边，然后做一个安静的美宠物。
1561,小雷鸟,电,无,未发现组,0,67,52,73,63,62,52,369,调皮的它总是在白天用闪电吓人，想要达到晴天霹雳的效果。
1562,霹雳雷鸟,电,无,未发现组,0,82,68,95,75,72,65,457,听说现在很多人都想瘦成它手中的那道闪电。
1563,百足先锋,土,无,未发现组,0,85,60,80,40,50,40,355,每次出门的时候，都要提前2个小时开始给每只脚穿上鞋子。
1564,红角小诺,土,无,未发现组,0,57,50,48,45,51,48,299,在草地上奔跑的时候，由于身上的超级高温，有时候会烧焦脚下踩的草坪。
1565,红浆莱诺,土,无,未发现组,0,77,70,68,68,70,65,418,利用自己的角把树上的果子撞下来，让其他矮小的伙伴也可以吃到美味的果子。
1566,岩浆犀牛,土,无,未发现组,0,95,90,88,91,93,82,539,为什么它眼中常含泪水，因为它爱这土地很深！
1567,米米哼,武,无,未发现组,0,58,59,58,50,58,54,337,虽然是个坚定的素食主义者，可是还是没办法控制体重的上涨。
1568,德米米特,武,无,未发现组,0,78,79,78,70,78,74,457,为了保存大量的果子和食物，它开始潜心研究食物贮藏方法。
1569,远古小将,火,武,未发现组,0,58,62,55,54,56,50,335,对过去的事物有着强烈的好感，所以一直很喜欢收藏各种古旧的小玩意儿。
1570,远古神卫,火,武,未发现组,0,78,82,75,70,75,70,450,因为有2个头，所以在过马路的时候可以同时盯着左右两边，非常安全。
1571,远古战神,火,武,未发现组,0,108,120,120,80,110,92,630,远古世界正义的使者，赏善罚恶，对于公平与正义有着自己的坚持。
1572,蛙蛙小黄,普通,无,未发现组,0,52,55,60,54,62,56,339,每次整完其他人以后，总会也让自己倒霉，但是还是对整人乐此不疲。
1573,音符小雨,普通,无,未发现组,0,80,70,50,70,50,60,380,大家都要随着音乐舞动起来！在音乐中寻找快乐哟！
1574,妙音小憨,普通,无,未发现组,0,80,70,50,70,50,60,380,大家都要随着音乐舞动起来！在音乐中寻找快乐哟！
1575,吉他小圆,普通,无,未发现组,0,80,70,50,70,50,60,380,大家都要随着音乐舞动起来！在音乐中寻找快乐哟！
1576,嘻哈小风,普通,无,未发现组,0,80,70,50,70,50,60,380,大家都要随着音乐舞动起来！在音乐中寻找快乐哟！
1577,琴星小维,普通,无,未发现组,0,80,70,50,70,50,60,380,大家都要随着音乐舞动起来！在音乐中寻找快乐哟！
1578,小诺诺,火,无,未发现组,0,70,60,55,60,55,60,360,对火系魔法的掌控不是很纯熟，经常会烫到自己。
1579,诺滚滚,火,无,未发现组,0,92,85,70,80,70,85,482,天边的火烧云像是最美的火系魔法，浑然天成，绝不矫揉造作。
1580,诺姆,火,无,未发现组,0,108,118,90,85,90,100,591,已经可以自如地运用火系魔法了，它用火焰给自己打造了一件不烫的披风。
1581,闪电小喵,电,无,未发现组,0,58,52,54,62,56,60,342,通电有一个最大的好处，就是能让它像个电灯泡一样明亮。
1582,电极灵猫,电,无,未发现组,0,80,74,76,94,78,82,484,炯炯有神的闪电大眼睛像个黑洞一样，要把盯着它看的人的注意力全都吸引进去。
1583,极电妖兽,电,无,未发现组,0,100,92,98,112,100,108,610,有了它在，就有了源源不断的电力。听说整个游乐园的电都是它在提供呢。
1584,公测冰龙王,冰,龙,未发现组,0,120,115,108,150,131,113,737,也许是他的努力，也许是命中注定，他成为了冰系的精灵王，却依然在痛苦中追忆童年，努力实现誓言。
1585,公测水蓝蓝,水,无,未发现组,0,44,48,65,50,64,43,314,喜欢漂浮在水中，没事吐个泡泡，头顶有个可爱的蝴蝶结。
1586,公测波波拉,水,无,未发现组,0,59,63,80,65,80,58,405,头上的触角可以感受水中的变化，体形变大了很多长满了小触角。
1587,公测水灵,水,无,未发现组,0,79,83,100,85,105,78,530,随时都带着刚刚长大的孩子，擅长吸收水分形成强大的冲击力。
1588,公测火花,火,无,未发现组,0,39,52,43,60,50,65,309,长大可以喷出火焰，现在已经可以熟练使用火花。
1589,公测焰火,火,无,未发现组,0,58,64,58,80,65,80,405,长出蓝色的小翅膀，双拳拥有强力的火焰。
1590,公测火神,火,翼,未发现组,0,78,84,78,109,85,100,534,炙热的火焰包围全身熊熊燃烧，能够喷射出大量火焰燃烧一切。
1591,公测喵喵,草,无,未发现组,0,45,49,49,65,65,45,318,不停摇晃的尾巴，容易受到惊吓，平时很乖巧。
1592,公测喵呜,草,无,未发现组,0,60,62,63,80,80,60,405,长了两条锋利的尾巴，经常吐出舌头挑衅对手，瘦弱的身体撞击强而有力。
1593,公测魔力猫,草,无,未发现组,0,80,82,83,100,100,80,525,长了三条锋利的尾巴，胖胖的身体经常会用身体冲撞碾压对手。
1594,羊奔奔,草,萌,未发现组,0,52,50,55,58,56,58,329,为了逃过狼群的追捕，只能不断提高奔跑的速度，才能活下来！
1595,羊弹弹,草,萌,未发现组,0,72,65,75,80,76,78,446,弹弹弹，弹走不开心！每天蹦蹦跳跳，不开统统走开！
1596,福气羊仔,草,萌,未发现组,0,94,80,90,112,108,100,584,口袋里满满的都是福气哦！王国的大家快来接福气吧！会一直幸福下去的！
1597,碧小球,幽灵,毒,未发现组,0,62,70,50,65,60,65,372,想要视力像它一样好吗？那就一定要注意用眼卫生哦！
1598,碧玲雀,幽灵,毒,未发现组,0,82,90,70,85,80,85,492,睁开眼睛能看到太多不平事，想出手却又无能力，精神上的累让它想闭上眼睛。
1599,碧翎离朱,幽灵,毒,未发现组,0,112,120,100,105,102,108,647,能视于百步之外，见秋毫之末，察针末于百步之外。
1600,墨镜小卡,普通,无,未发现组,0,44,49,43,51,50,48,285,大白天的还戴墨镜，难怪有几次不小心撞在了墙上。
1601,歌王卡哥,普通,无,未发现组,0,64,68,63,70,72,67,404,它对自己的歌喉极为自信，目前正在准备参加新的选秀比赛，一定会有导师为它转身的！
1602,萌陶陶,土,无,未发现组,0,45,54,52,50,50,51,302,抗高温能力特别强，因为它就是烧制出来的嘛！
1603,乐罐罐,土,无,未发现组,0,65,72,70,71,68,73,419,已经摔过很多次跤了，也不在乎再摔几次了。这就是传说中的破罐子破摔吧！
1604,花菇子,毒,无,未发现组,0,48,47,55,54,51,46,301,别看它小小个子，脾气可不小，惹到它心情不好，小心它跟你吵架！
1605,变异毒菇,毒,无,未发现组,0,68,64,76,77,74,67,426,因为经常生气，脸上和身上都长了好多火气痘痘，这让它更加心烦了。
1606,独角仙,虫,无,未发现组,0,35,44,34,63,55,43,274,坚硬的铁壳让它总是觉得很热，只有爬上树躲在树叶中乘凉最舒服了。
1607,独角甲仙,虫,无,未发现组,0,54,64,55,81,78,60,392,别看它长得有点凶悍，但其实内心是十分温柔的食草系宠物哦！
1608,早教森巴,普通,无,未发现组,0,54,59,54,57,56,58,338,自从有了早教森巴的帮助，妈妈再也不用担心我的学习了！
1609,粉蓝可可,萌,无,未发现组,0,56,54,60,50,58,50,328,天真无邪的它，只要别人装可怜，都会真诚地投以帮助。
1610,机灵宝宝,普通,无,未发现组,0,55,58,50,55,52,53,323,不知哪位名人曾说过，时间就像海绵里的水，挤一挤总会有的。
1611,机灵弟,普通,无,未发现组,0,75,78,70,75,72,73,443,不会游泳地它每次在水里都会很紧张，但它却忘了它其实是一块吸水海绵。
1612,薯仔球,草,无,未发现组,0,45,57,52,58,56,48,316,要长大成为一颗结实的土豆，不要当一份没有骨气的软趴趴的土豆泥！
1613,园丁土豆,草,无,未发现组,0,67,79,74,80,78,70,448,埋在温暖湿润的土壤中，吸取土壤里的营养，是它健康长大的秘方！
1614,小拉,幽灵,无,未发现组,0,52,44,52,80,56,70,354,最初和恩佐的认识是由于他们对魔法研究共同的热爱。
1615,帕特拉,幽灵,无,未发现组,0,77,69,77,105,83,95,506,想走遍世界各个角落，学习没见过的新魔法。
1616,智慧帕特拉,幽灵,无,未发现组,0,108,90,100,130,108,120,656,原本信任的魔法师却走上了一条歧路，它只能选择离开。
1617,厉毒小萝,毒,恶魔,未发现组,0,65,62,55,54,52,80,368,总是把身上的容貌梳理得异常光滑，让人看到忍不住想摸一摸。
1618,厉毒杰萝,毒,恶魔,未发现组,0,85,82,70,64,62,110,473,万家灯火看得太多，只会更寂寞。伤痛可以愈合，只是需要些许温暖。
1619,厉毒修萝,毒,恶魔,未发现组,0,105,108,90,84,82,140,609,快乐和开心是可遇而不可求的，可能越是奋力地扑向它们，就会越快地失去它们。
1620,能能熊,武,无,未发现组,0,60,57,54,48,52,52,323,一直觉得自己棒棒哒，所以喜欢强出头，大家可千万不要学它哦！
1621,壮士熊,武,无,未发现组,0,78,80,74,68,72,72,444,为了练好六块腹肌，必须要先多吃点，可是吃多了就练不动了！
1622,功夫熊,武,无,未发现组,0,98,100,94,88,92,92,564,快使用长棍练武术吧！强身健体要从娃娃抓起！
1623,布鲁布鲁,机械,无,未发现组,0,53,56,46,58,60,58,331,通过上网拨打的网络电话，不收取额外电话费用哦！
1624,剪纸怪,普通,无,未发现组,0,57,53,48,52,51,51,312,当把剪纸和窗花贴满窗户的时候，就说明春节要到了。
1625,新春小企鹅,冰,无,未发现组,0,75,68,85,83,80,70,461,春节要到了，又可以给大家发压岁钱啦，一想到这个它就好开心啊！
1626,新年企鹅,冰,无,未发现组,0,90,83,100,98,95,85,551,非常坚定地相信，“天生我材必有用，千金散尽还复来”。
1627,财神企鹅,冰,无,未发现组,0,105,98,113,115,110,100,641,财神的福气从天降，降到每家每户的荷包里，祝愿大家每天开心，合家欢乐！
1628,对联小子,普通,无,未发现组,0,55,54,52,52,54,50,317,浆糊米浆的味道太好了，忍不住大吃一顿，糊了自己一身。
1629,好运对联,普通,无,未发现组,0,75,74,72,72,74,70,437,长大了以后的它终于知道浆糊不是用来吃的，而是用来把自己贴起来带来好运。
1630,小巴依姆,幽灵,无,未发现组,0,75,88,62,61,84,70,440,几乎是90度角的悬崖，也能凭借出色的能力攀登上去。
1631,巴尔姆,幽灵,无,未发现组,0,95,108,80,82,108,95,568,一直在寻找可以带给自己强大力量的主人签订契约，代价便是一生的忠诚效力。
1632,巴拉姆,幽灵,无,未发现组,0,112,130,100,108,130,120,700,通晓古今，可预言未来，使人聪慧，令人明目。
1633,汤圆丸子,普通,无,未发现组,0,52,50,51,49,52,48,302,香香糯糯的小白球，包裹着各种甜甜蜜蜜的馅料，你能不喜欢它吗？
1634,团团圆圆,普通,无,未发现组,0,72,70,71,69,72,68,422,闹元宵，月正圆，今夕知何夕？团圆事事同。星灿乌云裹，珠浮浊水中。
1635,小爆爆,火,无,未发现组,0,50,58,55,57,53,52,325,和小火苗在一起的时光，总是能激发出无限思想的火花。
1636,爆竹串串,火,无,未发现组,0,70,78,75,77,73,72,445,哪里有庆典，哪里有喜庆，哪里就有它的身影！不过放鞭炮的时候一定要注意安全哦！
1637,叮铃叮铃,普通,无,未发现组,0,54,56,52,58,54,58,332,用电话来给不在身边的亲人和朋友送去真挚的祝福吧！
1638,红包小福,普通,无,未发现组,0,51,52,50,56,52,56,317,红包里面满满的都是祝福，把它送给朋友就是把满满的祝福送给他们！
1639,红福包,普通,无,未发现组,0,71,72,70,76,72,76,437,鼓鼓囊囊的它承载着美好的祝愿，飘向朋友们的荷包里！
1640,聚福红包,普通,无,未发现组,0,91,92,90,96,92,96,557,把红包放在枕头下入睡，希望福气和好运可以入你的美梦。
1641,银桑羊,草,无,未发现组,0,52,58,49,50,48,60,317,视甜食为生命的它平时总是一副懒懒散散、不讲卫生不拘小节的样子。
1642,金桑羊,草,无,未发现组,0,78,90,82,85,89,85,509,和银桑羊是兄弟，比它还爱吃甜食为生命、懒懒散散、不讲卫生、不拘小节。
1643,小舞狮,武,无,未发现组,0,58,60,54,52,55,52,331,锣鼓喧天、鞭炮齐鸣，红旗招展、喜迎春节！让它带着大家一起热闹一下吧！
1644,踩球舞狮,武,无,未发现组,0,78,80,74,72,75,72,451,锣鼓喧天、鞭炮齐鸣！随着这热闹的声响和绣球一起舞动起来吧！
1645,北舞南狮,武,无,未发现组,0,98,100,94,92,95,92,571,锣鼓喧天、鞭炮齐鸣！舞狮们用它们灵巧的舞姿祝大家新春快乐！
1646,炮甲兽,火,机械,未发现组,0,62,80,65,60,56,58,381,一听到引线被点燃的呲呲呲响声就兴奋不已！
1647,炮弹小侠,火,机械,未发现组,0,82,100,85,80,76,78,501,设定为百分百被点燃以后释放漫天的烟花，简直是制造宏大气氛的必备神宠。
1648,炮仗小金刚,火,机械,未发现组,0,102,120,105,100,96,98,621,点燃礼炮照亮这个夜空，只为让你们看到，我在远方的祝福和期许。
1649,力劈小将,武,无,未发现组,0,57,60,62,51,62,52,344,小小年纪就有一夫当关万夫莫开的勇气和能力！
1650,力劈护卫,武,无,未发现组,0,77,80,82,71,82,72,464,只有天在上，更无山与齐。举头红日近，回首白云低。
1651,霹雳金刚,武,无,未发现组,0,108,120,108,85,108,92,621,攒峰势岌岌，翊辇气雄雄。会应陪玉检，来此告成功。
1652,奥托尔,电,无,未发现组,0,87,97,89,73,89,85,520,北欧人相传每当雷雨交加时，就是奥托尔乘坐马车出来巡视的时候。
1653,奥隆索,电,无,未发现组,0,118,120,108,85,108,108,647,骁勇善战的它，可以凭借雷电之力独自打败凶残的巨人。
1654,奥德诺,电,无,未发现组,0,120,140,120,100,130,130,740,最强的力量来自于人们的信赖，它便是人们的保护神。
1655,小雪狐,普通,无,未发现组,0,51,50,48,52,51,48,300,每个纯洁的人心中都是一张纯白无暇的画纸，需要用爱和善良将它绘成最美的画卷。
1656,羊年迪莫,光,无,未发现组,0,90,102,86,120,92,92,582,这是关于勇气的故事，他很脆弱却也不曾退缩；这是关于梦想的故事，梦很简单却也执着。这就是我，迪莫。
1657,羊年鸭吉吉,翼,无,未发现组,0,85,86,88,90,98,92,539,鸭吉吉祝大家新年快乐，羊年快乐！
1658,羊年阿布,普通,无,未发现组,0,82,75,70,62,68,75,432,平时非常柔弱胆小，但是在特殊情况下会变得非常的强大，让人难以想象。
1659,蔴球,草,无,未发现组,0,64,58,54,60,56,55,347,翠绿娇小的外表下，蕴含着无尽的力量，这不过是它的初级形态。
